#time pos_x pos_y pos_z ori_x ori_y ori_z vel_x vel_y vel_z angvel_x angvel_y angvel_z Fx Fy Fz Mx My Mz Pr0 Pr1 Pr2 Pr3 Pr4
2.535994291305541992e+00 -1.491760000000000030e-01 1.174630000000000118e-01 3.343899999999999650e-02 4.309685825803173387e-01 -4.643188252956322870e-01 -1.588228368705025151e+00 -2.112806965411424820e-01 -1.367521149742841891e-01 -1.479625422851782099e-02 -1.817125894460002444e-01 6.491673001080143779e-01 4.975358126687214888e-01 -7.080900000000003303e-01 -7.920700000000002738e-01 -3.381999999999976581e+00 -7.030216899999999595e-03 -1.958999999999999631e-02 -4.712599999999997347e-03 0.000000000000000000e+00 1.000000000000000000e+00 3.147529236073754180e-71 0.000000000000000000e+00 1.809306150377661249e-30
2.560981035232543945e+00 -1.542960000000000165e-01 1.136100000000000165e-01 3.378599999999998271e-02 4.442636361591567606e-01 -4.599231333145117340e-01 -1.571327280547898608e+00 -1.935084890274954283e-01 -1.670073264475031849e-01 2.164094936720876994e-02 -2.977195544645859226e-01 5.075009450905397790e-01 2.963990030135293385e-01 -7.324300000000003585e-01 -8.090600000000001124e-01 -3.351999999999975444e+00 -6.181596900000000012e-03 -2.194000000000007056e-02 -4.785299999999999276e-03 0.000000000000000000e+00 1.000000000000000000e+00 1.506281891113104863e-89 0.000000000000000000e+00 1.589384827780355557e-31
2.585992097854614258e+00 -1.588509999999999922e-01 1.091129999999999878e-01 3.452099999999996838e-02 4.592473279320272717e-01 -4.495145674632797239e-01 -1.560856112998512124e+00 -1.927483161731906314e-01 -2.179244622317930424e-01 5.459401307390645414e-02 -3.961093692839617320e-01 3.977470072457442996e-01 8.977862003851465322e-02 -7.141800000000002591e-01 -7.912899999999996048e-01 -3.323999999999983856e+00 -8.110606900000000979e-03 -2.315000000000000391e-02 -3.368599999999999373e-03 0.000000000000000000e+00 1.000000000000000000e+00 1.105553443967330590e-135 0.000000000000000000e+00 4.784304972422217632e-66
2.622984170913696289e+00 -1.662470000000000059e-01 1.000979999999999925e-01 3.717100000000000959e-02 4.713675762026175442e-01 -4.351670316829117091e-01 -1.553981546200006836e+00 -1.854997334482043903e-01 -2.381378437396634851e-01 7.148006947638893549e-02 -2.886943453370088841e-01 2.610459196335074283e-01 3.148220399136401199e-02 -7.390200000000000102e-01 -8.003300000000002079e-01 -3.340999999999979764e+00 -6.919346899999999703e-03 -2.506000000000008221e-02 -1.660999999999999283e-03 0.000000000000000000e+00 1.000000000000000000e+00 9.814355257614603408e-139 0.000000000000000000e+00 1.333108469773216882e-91
2.647981405258178711e+00 -1.703500000000000014e-01 9.435099999999999043e-02 3.895199999999998663e-02 4.768313950684373026e-01 -4.313885260109273645e-01 -1.551491952350067871e+00 -1.481922891674650744e-01 -2.219016811187426164e-01 6.599320528425117738e-02 -1.160749985854851452e-01 1.872914441772791649e-01 -8.215509760696047825e-02 -7.719700000000000450e-01 -7.519100000000000783e-01 -3.226999999999975444e+00 -7.165806900000000132e-03 -2.388000000000012335e-02 -3.581099999999996786e-03 0.000000000000000000e+00 1.000000000000000000e+00 4.138388906484684146e-110 0.000000000000000000e+00 5.504263080771823127e-79
2.675989627838134766e+00 -1.741020000000000068e-01 8.833599999999999786e-02 4.066900000000001070e-02 4.821673512386191462e-01 -4.288474420204675397e-01 -1.553820564185838027e+00 -1.049157754429764916e-01 -2.171762005617395297e-01 5.730281133187675735e-02 -1.857308607900061068e-02 2.205817897953837869e-02 -2.361659683299991430e-01 -7.158600000000001629e-01 -5.861900000000002109e-01 -3.097999999999984766e+00 -1.156740690000000044e-02 -2.266000000000012449e-02 -4.177300000000001845e-03 0.000000000000000000e+00 1.000000000000000000e+00 2.460462954984124707e-93 0.000000000000000000e+00 4.086076875055242175e-62
2.702987432479858398e+00 -1.761209999999999998e-01 8.240499999999997827e-02 4.210399999999997478e-02 4.781488515931768823e-01 -4.302955059353417155e-01 -1.563934761882898705e+00 -6.001011865247710131e-02 -2.206985035711126197e-01 3.694171282638979842e-02 -1.517333583650134349e-02 -1.715542807678323844e-01 -3.696112660540997741e-01 -7.534700000000000841e-01 -5.072800000000001752e-01 -2.996999999999985675e+00 -1.089190690000000142e-02 -2.244000000000001549e-02 -2.320199999999997958e-03 3.219994878943405598e-283 1.000000000000000000e+00 3.850755745158665681e-87 0.000000000000000000e+00 4.908160904255443871e-34
2.737979173660278320e+00 -1.778220000000000078e-01 7.465499999999999914e-02 4.295899999999996943e-02 4.704697651279756698e-01 -4.279014966933103459e-01 -1.581612868874260336e+00 -2.165519864677858605e-02 -2.393197753652155091e-01 1.123877398123947907e-02 1.228153971473755490e-02 -2.431965831502118647e-01 -5.931845641549762238e-01 -7.578700000000000436e-01 -5.215499999999999581e-01 -3.069999999999993179e+00 -1.208670690000000075e-02 -2.289999999999992042e-02 -2.669999999999998763e-03 3.609862240708902755e-135 1.000000000000000000e+00 2.319019655689292603e-109 0.000000000000000000e+00 4.699780231713664412e-17
2.765004873275756836e+00 -1.774640000000000106e-01 6.756300000000001194e-02 4.280099999999997795e-02 4.615441685390084814e-01 -4.308120378899191749e-01 -1.607615251467361617e+00 1.953423483733776611e-02 -2.283928894022952960e-01 -2.364872918299727039e-02 1.981911087131118243e-01 -3.429549888328563001e-01 -8.636945999963477894e-01 -7.938600000000000101e-01 -5.077500000000001457e-01 -3.100999999999999091e+00 -1.205410690000000007e-02 -2.512000000000003119e-02 -3.961600000000002619e-03 8.378521246105099113e-223 9.999999999999966693e-01 1.201483726883907504e-112 1.243598142308864355e-205 3.331546763970679362e-15
2.789990425109863281e+00 -1.768059999999999909e-01 6.277599999999997071e-02 4.172899999999996057e-02 4.504129498996913838e-01 -4.374966386999599166e-01 -1.634915143643095981e+00 2.504078988262066832e-02 -1.660391184455017599e-01 -5.362918225049622539e-02 4.409742721833453949e-01 -4.939172433629481773e-01 -6.946127946630359373e-01 -7.609300000000001063e-01 -5.290200000000000458e-01 -3.193999999999988404e+00 -1.273920690000000105e-02 -2.652000000000009905e-02 -8.669000000000003092e-04 0.000000000000000000e+00 1.000000000000000000e+00 5.861798799132607979e-70 2.413588673237283906e-95 8.230569369307278196e-37
2.817998409271240234e+00 -1.761370000000000158e-01 5.876399999999998291e-02 3.995899999999996677e-02 4.309505776799067989e-01 -4.523973043586857479e-01 -1.657392304233156199e+00 2.520865331148226460e-02 -1.393619442200915159e-01 -8.729369304775960736e-02 9.415353045916375896e-01 -6.135085052437306841e-01 -3.785949949967323258e-01 -7.544600000000003526e-01 -4.840700000000000003e-01 -3.231999999999999318e+00 -1.415340690000000019e-02 -2.550999999999992163e-02 1.145900000000001778e-03 0.000000000000000000e+00 1.000000000000000000e+00 1.151396474101263825e-57 0.000000000000000000e+00 6.844644590870470401e-92
2.852984666824340820e+00 -1.752180000000000126e-01 5.399699999999998945e-02 3.622999999999998444e-02 4.014216851010199427e-01 -4.931846218339090981e-01 -1.680254154491681362e+00 2.741638681149679777e-02 -1.310664562453137671e-01 -1.135038413995960865e-01 1.132183724910037048e+00 -5.759563243541140354e-01 -3.319246281164142109e-01 -7.614700000000000912e-01 -4.781499999999998529e-01 -3.224999999999994316e+00 -1.293660690000000141e-02 -2.349000000000001087e-02 -3.169399999999999301e-03 0.000000000000000000e+00 1.000000000000000000e+00 2.075729530159406247e-59 0.000000000000000000e+00 2.559025589827511067e-154
2.880005121231079102e+00 -1.744370000000000087e-01 5.063699999999998758e-02 3.292099999999997806e-02 3.822863837039363055e-01 -5.184555245885467123e-01 -1.700999385558521260e+00 3.784698816592459852e-02 -1.153294654629320182e-01 -1.349452825001489220e-01 1.196796514169607084e+00 -6.029152933697246031e-01 -3.909490212621512528e-01 -6.974200000000001509e-01 -5.792500000000000426e-01 -3.227999999999980218e+00 -1.032010690000000064e-02 -2.339000000000002188e-02 -2.011499999999999400e-03 0.000000000000000000e+00 1.000000000000000000e+00 3.012120602476208959e-70 0.000000000000000000e+00 2.825735430626608026e-218
2.904983520507812500e+00 -1.732500000000000151e-01 4.799999999999998712e-02 2.921299999999998898e-02 3.560998302084796840e-01 -5.507637815289476713e-01 -1.723078425899765564e+00 7.357010456401071041e-02 -1.011781328195951596e-01 -1.765567075271774755e-01 1.471044461920866020e+00 -7.946373359999693298e-01 -3.037926620155395052e-01 -6.692400000000002791e-01 -6.404799999999997162e-01 -3.107999999999975671e+00 -9.319436900000000260e-03 -2.276999999999995694e-02 -9.919000000000004202e-04 0.000000000000000000e+00 1.000000000000000000e+00 2.931143004831196058e-100 0.000000000000000000e+00 0.000000000000000000e+00
2.931982755661010742e+00 -1.706130000000000146e-01 4.537800000000000167e-02 2.374399999999998734e-02 3.204292098982422510e-01 -5.876522668965797891e-01 -1.749196977678309617e+00 9.198373658144821940e-02 -7.708879239726910970e-02 -1.791428445991170293e-01 1.137384755159587479e+00 -6.098696389690058117e-01 -1.392370952295303443e-01 -6.244700000000000806e-01 -6.595499999999998586e-01 -3.093999999999994088e+00 -8.770486900000000821e-03 -1.984999999999992326e-02 -6.650000000000058642e-05 0.000000000000000000e+00 1.000000000000000000e+00 6.048054721066619909e-75 0.000000000000000000e+00 0.000000000000000000e+00
2.961982727050781250e+00 -1.680070000000000174e-01 4.360600000000000587e-02 1.900199999999996336e-02 3.017148888431506748e-01 -6.087710005982960304e-01 -1.761142228515069741e+00 1.201073583868934452e-01 -7.073495566214089980e-02 -2.004712480084969994e-01 8.817906689190533331e-01 -4.687146603780705245e-01 2.611825352536214020e-02 -6.699100000000002275e-01 -6.867199999999997750e-01 -3.069999999999993179e+00 -9.002836900000000045e-03 -2.012999999999998124e-02 -7.232000000000002315e-04 0.000000000000000000e+00 1.000000000000000000e+00 9.063125302802068397e-64 0.000000000000000000e+00 0.000000000000000000e+00
2.988998413085937500e+00 -1.637649999999999939e-01 4.134499999999999287e-02 1.231399999999999162e-02 2.766880369565130060e-01 -6.319670943918840322e-01 -1.772725142100304074e+00 1.445284080899210677e-01 -7.838796325430436029e-02 -2.362790484258392165e-01 8.059459460031228595e-01 -4.722842105127633139e-01 6.429268725185770250e-02 -7.151000000000000689e-01 -6.831499999999999240e-01 -3.084000000000003183e+00 -8.361226900000000989e-03 -2.316000000000006942e-02 -8.795999999999977448e-04 0.000000000000000000e+00 1.000000000000000000e+00 1.002556515340377275e-74 0.000000000000000000e+00 0.000000000000000000e+00
3.013993263244628906e+00 -1.604899999999999938e-01 3.952900000000000857e-02 6.712999999999968992e-03 2.617532604892525150e-01 -6.449692585853150639e-01 -1.781386524739505539e+00 1.194878626214822548e-01 -6.295177811205948659e-02 -1.971142106312857578e-01 5.909668174781910199e-01 -3.646151348597461705e-01 8.672654143657150538e-02 -7.152100000000003455e-01 -6.524100000000001565e-01 -3.125000000000000000e+00 -9.554096900000001377e-03 -2.437000000000000277e-02 -1.801000000000000517e-03 0.000000000000000000e+00 1.000000000000000000e+00 4.577300264541024822e-51 0.000000000000000000e+00 0.000000000000000000e+00
3.045422554016113281e+00 -1.570229999999999959e-01 3.779299999999999327e-02 1.191999999999970861e-03 2.426971656588605697e-01 -6.602943411667637763e-01 -1.788268885124947527e+00 1.064077633322915439e-01 -7.223174859811591630e-02 -1.936583357616219192e-01 5.354708791323106176e-01 -3.387092245760643383e-01 5.968132683924268211e-02 -7.437000000000000277e-01 -6.141499999999999737e-01 -3.219999999999998863e+00 -9.797366899999999934e-03 -2.429999999999998828e-02 -1.372200000000000503e-03 0.000000000000000000e+00 1.000000000000000000e+00 3.091755760213915572e-47 0.000000000000000000e+00 0.000000000000000000e+00
3.071987152099609375e+00 -1.543190000000000117e-01 3.533999999999998254e-02 -4.518000000000021998e-03 2.291115477959841940e-01 -6.710361487962459570e-01 -1.797941534689881937e+00 1.009580072945797102e-01 -8.199566215647773049e-02 -2.204130261042410999e-01 6.135189610000232330e-01 -3.248338532322215810e-01 6.477324371751477794e-02 -7.599700000000000344e-01 -6.132200000000000983e-01 -3.242999999999994998e+00 -8.761906900000001469e-03 -2.588999999999996859e-02 -1.560499999999999388e-03 0.000000000000000000e+00 1.000000000000000000e+00 1.550847925905319600e-55 0.000000000000000000e+00 0.000000000000000000e+00
3.096998453140258789e+00 -1.518160000000000065e-01 3.356399999999998274e-02 -1.017600000000001836e-02 2.126394569832474879e-01 -6.873822782797237574e-01 -1.803635276569914847e+00 9.032783904395429164e-02 -6.592572132171643784e-02 -2.267596791942657342e-01 9.158682914453597501e-01 -2.783542060403034202e-01 2.533751607725769350e-01 -7.966400000000000148e-01 -6.057299999999998796e-01 -3.337999999999993861e+00 -8.896996900000000638e-03 -2.622000000000013209e-02 -2.007699999999997681e-03 0.000000000000000000e+00 1.000000000000000000e+00 3.872173912349706916e-58 0.000000000000000000e+00 0.000000000000000000e+00
3.121982812881469727e+00 -1.498029999999999917e-01 3.204399999999998916e-02 -1.585500000000000798e-02 1.978308077993995717e-01 -7.123980523424244815e-01 -1.805171207435782854e+00 6.997613076999180393e-02 -6.439162424318754796e-02 -2.347002067346187215e-01 9.351695542532739713e-01 -2.790642468221919414e-01 2.794421412034700514e-01 -7.872900000000000453e-01 -5.646300000000001873e-01 -3.348999999999989541e+00 -1.189160690000000062e-02 -2.441000000000004277e-02 -1.441200000000000120e-03 0.000000000000000000e+00 1.000000000000000000e+00 1.926305034748493403e-56 0.000000000000000000e+00 0.000000000000000000e+00
3.150002241134643555e+00 -1.481070000000000164e-01 3.015099999999998337e-02 -2.261600000000002497e-02 1.783893162575926894e-01 -7.321497276178479119e-01 -1.811176806461444411e+00 5.310440918060543164e-02 -5.732609861337336493e-02 -2.116955056352396169e-01 7.534459084637015192e-01 -1.512221069554302022e-01 2.340925147755049118e-01 -8.076800000000003976e-01 -5.929400000000000226e-01 -3.227999999999980218e+00 -9.496226900000001581e-03 -2.451000000000003176e-02 -2.439199999999999008e-03 0.000000000000000000e+00 1.000000000000000000e+00 5.198340195059489002e-43 0.000000000000000000e+00 0.000000000000000000e+00
3.175989627838134766e+00 -1.469350000000000100e-01 2.894800000000000151e-02 -2.728800000000003445e-02 1.744396856646641680e-01 -7.499978959026725178e-01 -1.808167344550126288e+00 3.835078885788079095e-02 -3.735112374547108066e-02 -1.571291799414122614e-01 5.424081302631461599e-01 9.169706338382085931e-03 1.558103633137244426e-01 -8.434300000000001241e-01 -5.726800000000000779e-01 -3.342999999999989313e+00 -1.006627690000000061e-02 -2.620000000000000107e-02 -2.499399999999998845e-03 0.000000000000000000e+00 1.000000000000000000e+00 1.215818525781162629e-24 0.000000000000000000e+00 1.708175072905447761e-302
