# epoch test_accuracy train_avg_loss test_avg_loss train_accuracy
94 63.2399 7.18e-01 1.10e+00 73.3198
95 67.6012 7.32e-01 9.95e-01 72.6905
96 66.7913 7.18e-01 9.98e-01 72.8703
97 66.4174 7.27e-01 9.96e-01 72.4882
98 64.4237 7.20e-01 1.06e+00 73.2749
99 67.1028 7.24e-01 1.02e+00 73.0276
100 67.5389 7.25e-01 1.03e+00 72.9153
101 68.9097 7.33e-01 9.93e-01 72.8029
102 66.0436 7.32e-01 1.04e+00 72.7130
103 64.6729 7.23e-01 1.02e+00 72.3309
104 65.2336 7.27e-01 1.06e+00 73.4772
105 66.4174 7.68e-01 1.04e+00 71.9712
106 64.7975 7.13e-01 1.06e+00 72.9827
107 67.9128 7.21e-01 9.69e-01 72.6231
108 66.4798 7.22e-01 1.03e+00 73.4322
109 66.2928 7.19e-01 1.02e+00 72.6455
110 64.7352 7.33e-01 1.08e+00 72.8254
111 64.7352 7.32e-01 1.05e+00 72.4657
112 66.9782 7.29e-01 1.02e+00 73.1850
113 66.1059 7.22e-01 1.06e+00 73.0951
114 66.5421 7.35e-01 1.01e+00 72.8928
115 64.1745 7.21e-01 1.07e+00 72.3983
116 63.4891 7.37e-01 1.10e+00 72.1061
117 67.4143 7.35e-01 1.03e+00 72.3309
118 64.0498 7.34e-01 1.10e+00 71.9488
119 67.2274 7.25e-01 1.02e+00 73.1850
120 66.5421 7.28e-01 1.04e+00 72.8478
121 65.6698 7.41e-01 1.02e+00 72.0836
122 67.8505 7.30e-01 1.03e+00 72.6231
123 66.7290 7.30e-01 1.07e+00 72.0387
124 67.9128 7.44e-01 1.02e+00 73.1625
125 67.1651 7.37e-01 1.03e+00 72.1735
126 65.1090 7.21e-01 1.06e+00 73.1400
127 65.6075 7.22e-01 1.05e+00 72.9377
128 64.8598 7.34e-01 1.08e+00 72.4432
129 67.6636 7.44e-01 1.02e+00 72.7354
130 67.1028 7.21e-01 1.02e+00 73.0726
131 66.9782 7.25e-01 1.05e+00 72.7354
132 64.7352 7.39e-01 1.07e+00 72.5107
133 65.1090 7.24e-01 1.08e+00 72.4432
134 64.5483 7.22e-01 1.08e+00 72.9602
135 67.9128 7.29e-01 1.04e+00 72.7130
136 66.6044 7.24e-01 1.02e+00 72.3533
137 67.1028 7.21e-01 1.02e+00 72.8029
138 63.6137 7.17e-01 1.13e+00 73.2524
139 65.2336 7.39e-01 1.08e+00 71.5442
140 65.7944 7.28e-01 1.09e+00 72.6905
141 66.4174 7.28e-01 1.03e+00 72.8478
142 67.8505 7.21e-01 1.04e+00 72.9153
143 64.3614 7.28e-01 1.07e+00 72.3758
144 66.4174 7.30e-01 1.05e+00 72.2859
145 63.1776 7.33e-01 1.14e+00 73.2075
146 64.6106 7.39e-01 1.13e+00 72.7354
147 68.5358 7.31e-01 1.05e+00 73.1400
148 65.7944 7.26e-01 1.08e+00 72.3983
149 66.0436 7.21e-01 1.06e+00 72.7804
150 65.6075 7.24e-01 1.06e+00 73.0951
151 65.1090 7.30e-01 1.14e+00 72.7130
152 64.7352 7.22e-01 1.08e+00 73.0052
153 64.3614 7.27e-01 1.08e+00 72.6905
154 67.6636 7.23e-01 1.02e+00 72.8029
155 67.3520 7.34e-01 1.04e+00 72.6680
156 64.8598 7.29e-01 1.09e+00 72.4432
157 67.1651 7.28e-01 1.06e+00 72.8029
158 66.5421 7.35e-01 1.04e+00 72.7804
159 66.4798 7.20e-01 1.04e+00 72.7579
160 66.2305 7.17e-01 1.04e+00 73.1850
161 65.9190 7.15e-01 1.08e+00 73.2524
162 66.0436 7.36e-01 1.09e+00 73.3648
163 66.4174 7.59e-01 1.08e+00 71.3643
164 64.6729 7.18e-01 1.08e+00 73.1176
165 67.1651 7.18e-01 1.03e+00 72.7130
166 68.5358 7.20e-01 1.05e+00 73.3873
167 63.0530 7.22e-01 1.15e+00 72.6905
168 65.2960 7.30e-01 1.09e+00 72.5781
169 67.9751 7.26e-01 1.04e+00 73.1176
170 67.1651 7.38e-01 1.08e+00 72.4432
171 65.7944 7.30e-01 1.08e+00 72.1286
172 63.4891 7.21e-01 1.08e+00 73.2524
173 62.4299 7.26e-01 1.14e+00 73.0276
174 65.6075 7.38e-01 1.08e+00 72.2410
175 65.7944 7.18e-01 1.07e+00 73.4997
176 64.0498 7.21e-01 1.13e+00 72.3309
177 63.5514 7.19e-01 1.15e+00 73.2524
178 63.3022 7.32e-01 1.11e+00 72.5556
179 66.7290 7.35e-01 1.10e+00 72.4432
180 63.4891 7.32e-01 1.11e+00 72.4657
181 64.2991 7.17e-01 1.08e+00 72.9377
182 65.8567 7.20e-01 1.07e+00 72.6006
183 66.4798 7.34e-01 1.03e+00 72.6905
184 66.6667 7.26e-01 1.09e+00 72.7579
185 65.2336 7.28e-01 1.09e+00 72.8928
186 67.2274 7.29e-01 1.07e+00 72.6006
187 66.4798 7.17e-01 1.08e+00 72.6455
188 61.3084 7.24e-01 1.19e+00 72.0611
189 64.8598 7.26e-01 1.14e+00 72.6455
190 65.4206 7.28e-01 1.08e+00 73.2524
191 61.9938 7.24e-01 1.20e+00 72.5781
192 64.9844 7.20e-01 1.12e+00 72.8703
193 64.7975 7.22e-01 1.08e+00 73.0501
194 66.1059 7.22e-01 1.07e+00 72.7804
195 67.6636 7.31e-01 1.05e+00 72.8928
196 67.4143 7.28e-01 1.05e+00 72.1510
197 64.9221 7.17e-01 1.10e+00 73.4547
198 64.7352 7.24e-01 1.10e+00 72.9827
199 65.7944 7.22e-01 1.08e+00 72.7579
